path,Label
train/cassette_player/n02979186_9036.JPEG,cassette_player
train/cassette_player/n02979186_11957.JPEG,cassette_player
train/cassette_player/n02979186_9715.JPEG,cassette_player
train/cassette_player/n02979186_21736.JPEG,cassette_player
train/cassette_player/ILSVRC2012_val_00046953.JPEG,cassette_player
train/cassette_player/n02979186_10568.JPEG,cassette_player
train/cassette_player/n02979186_2745.JPEG,cassette_player
train/cassette_player/n02979186_3529.JPEG,cassette_player
train/cassette_player/n02979186_10756.JPEG,cassette_player
train/cassette_player/n02979186_7058.JPEG,cassette_player
train/cassette_player/n02979186_12419.JPEG,cassette_player
train/cassette_player/n02979186_27479.JPEG,cassette_player
train/cassette_player/n02979186_2733.JPEG,cassette_player
train/cassette_player/n02979186_23069.JPEG,cassette_player
train/cassette_player/n02979186_2467.JPEG,cassette_player
train/cassette_player/n02979186_3293.JPEG,cassette_player
train/cassette_player/n02979186_22638.JPEG,cassette_player
train/cassette_player/n02979186_21779.JPEG,cassette_player
train/cassette_player/n02979186_8017.JPEG,cassette_player
train/cassette_player/n02979186_10095.JPEG,cassette_player
train/cassette_player/n02979186_6725.JPEG,cassette_player
train/cassette_player/n02979186_22439.JPEG,cassette_player
train/cassette_player/n02979186_16477.JPEG,cassette_player
train/cassette_player/n02979186_8537.JPEG,cassette_player
train/cassette_player/n02979186_3113.JPEG,cassette_player
train/cassette_player/n02979186_10546.JPEG,cassette_player
train/cassette_player/n02979186_16559.JPEG,cassette_player
train/cassette_player/n02979186_16253.JPEG,cassette_player
train/cassette_player/n02979186_6335.JPEG,cassette_player
train/cassette_player/n02979186_4665.JPEG,cassette_player
train/cassette_player/n02979186_14793.JPEG,cassette_player
train/cassette_player/n02979186_10289.JPEG,cassette_player
train/cassette_player/n02979186_947.JPEG,cassette_player
train/cassette_player/n02979186_1783.JPEG,cassette_player
train/cassette_player/n02979186_25427.JPEG,cassette_player
train/cassette_player/n02979186_5779.JPEG,cassette_player
train/cassette_player/n02979186_9155.JPEG,cassette_player
train/cassette_player/n02979186_11524.JPEG,cassette_player
train/cassette_player/n02979186_27643.JPEG,cassette_player
train/cassette_player/n02979186_12008.JPEG,cassette_player
train/cassette_player/n02979186_9858.JPEG,cassette_player
train/cassette_player/n02979186_11976.JPEG,cassette_player
train/cassette_player/n02979186_9914.JPEG,cassette_player
train/cassette_player/n02979186_7166.JPEG,cassette_player
train/cassette_player/n02979186_2563.JPEG,cassette_player
train/cassette_player/n02979186_293.JPEG,cassette_player
train/cassette_player/n02979186_569.JPEG,cassette_player
train/cassette_player/n02979186_6046.JPEG,cassette_player
train/cassette_player/n02979186_17757.JPEG,cassette_player
train/cassette_player/n02979186_16277.JPEG,cassette_player
train/cassette_player/n02979186_8227.JPEG,cassette_player
train/cassette_player/n02979186_4313.JPEG,cassette_player
train/cassette_player/n02979186_1148.JPEG,cassette_player
train/cassette_player/n02979186_4266.JPEG,cassette_player
train/cassette_player/n02979186_9873.JPEG,cassette_player
